C1
"Aneurysm, Infected"
Gingival Recession
Periodontal Attachment Loss
Periodontal Cyst
Periodontitis
Aggressive Periodontitis
Chronic Periodontitis
Periapical Periodontitis
Periapical Abscess
Periapical Granuloma
Periodontal Abscess
Periodontal Pocket
Tooth Loss
Tooth Migration
Mesial Movement of Teeth
Tooth Mobility
Ranula
Salivary Gland Diseases
Kimura Disease
Mikulicz' Disease
Parotid Diseases
Parotid Neoplasms
Parotitis
Mumps
Salivary Calculi
Salivary Duct Calculi
Salivary Gland Calculi
Salivary Gland Fistula
Salivary Gland Neoplasms
Parotid Neoplasms
Sublingual Gland Neoplasms
Submandibular Gland Neoplasms
Sialadenitis
Parotitis
"Sialometaplasia, Necrotizing"
Sialorrhea
Submandibular Gland Diseases
Submandibular Gland Neoplasms
Xerostomia
Sjogren's Syndrome
Stomatitis
Stevens-Johnson Syndrome
"Stomatitis, Aphthous"
"Stomatitis, Denture"
"Stomatitis, Herpetic"
Vesicular Stomatitis
Tongue Diseases
Glossalgia
Glossitis
"Glossitis, Benign Migratory"
Glossoptosis
Macroglossia
Tongue Neoplasms
"Tongue, Fissured"
"Tongue, Hairy"
"Tuberculosis, Oral"
Pharyngeal Diseases
Lemierre Syndrome
Nasopharyngeal Diseases
Nasopharyngeal Neoplasms
Nasopharyngeal Carcinoma
Nasopharyngitis
Pharyngeal Neoplasms
Hypopharyngeal Neoplasms
Nasopharyngeal Neoplasms
Nasopharyngeal Carcinoma
Oropharyngeal Neoplasms
Tonsillar Neoplasms
Pharyngitis
Nasopharyngitis
Retropharyngeal Abscess
Tonsillitis
Peritonsillar Abscess
Velopharyngeal Insufficiency
Stomatognathic System Abnormalities
Maxillofacial Abnormalities
Dentofacial Deformities
Jaw Abnormalities
Cleft Palate
Micrognathism
Pierre Robin Syndrome
Prognathism
Retrognathia
Mouth Abnormalities
Cleft Lip
Cleft Palate
"Fibromatosis, Gingival"
Macrostomia
Microstomia
Velopharyngeal Insufficiency
Tooth Abnormalities
Anodontia
Dens in Dente
Dentin Dysplasia
Dentinogenesis Imperfecta
Developmental Defects of Enamel
Amelogenesis Imperfecta
Dental Enamel Hypomineralization
"Fluorosis, Dental"
Molar Hypomineralization
Dental Enamel Hypoplasia
Diastema
Fused Teeth
Odontodysplasia
"Tooth, Supernumerary"
Temporomandibular Joint Disorders
Temporomandibular Joint Dysfunction Syndrome
Tooth Diseases
Bruxism
Sleep Bruxism
Dental Deposits
Dental Calculus
Dental Plaque
Smear Layer
Dental Leakage
Dental Pulp Diseases
Dental Pulp Calcification
Dental Pulp Exposure
Dental Pulp Necrosis
"Dentin, Secondary"
Pulpitis
"Tooth, Nonvital"
Dentin Sensitivity
"Focal Infection, Dental"
Hypercementosis
Malocclusion
"Dental Occlusion, Traumatic"
"Malocclusion, Angle Class I"
"Malocclusion, Angle Class II"
Overbite
"Malocclusion, Angle Class III"
Open Bite
"Mouth, Edentulous"
"Jaw, Edentulous"
"Jaw, Edentulous, Partially"
Tooth Abnormalities
Anodontia
Dens in Dente
Dental Fissures
Dentin Dysplasia
Dentinogenesis Imperfecta
Developmental Defects of Enamel
Amelogenesis Imperfecta
Dental Enamel Hypomineralization
"Fluorosis, Dental"
Molar Hypomineralization
Dental Enamel Hypoplasia
Diastema
Fused Teeth
Odontodysplasia
"Tooth, Supernumerary"
Tooth Ankylosis
Tooth Demineralization
Dental Caries
Root Caries
Tooth Erosion
Tooth Discoloration
"Tooth Eruption, Ectopic"
Tooth Wear
Tooth Abrasion
Tooth Attrition
Tooth Erosion
Tooth Injuries
Tooth Avulsion
Tooth Fractures
Cracked Tooth Syndrome
Tooth Loss
Tooth Resorption
Root Resorption
"Tooth, Impacted"
"Tooth, Unerupted"
Toothache
Respiratory Tract Diseases
Bronchial Diseases
Asthma
"Asthma, Aspirin-Induced"
"Asthma, Exercise-Induced"
"Asthma, Occupational"
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
Cough-Variant Asthma
Status Asthmaticus
Bronchial Fistula
Bronchial Hyperreactivity
Bronchial Neoplasms
Bronchial Spasm
Bronchiectasis
Kartagener Syndrome
Bronchitis
Bronchiolitis
Bronchiolitis Obliterans
Organizing Pneumonia
Bronchiolitis Obliterans Syndrome
Cryptogenic Organizing Pneumonia
"Bronchiolitis, Viral"
"Bronchitis, Chronic"
Bronchogenic Cyst
Bronchopneumonia
Tracheobronchomalacia
Bronchomalacia
Tracheobronchomegaly
Ciliary Motility Disorders
Kartagener Syndrome
"Granuloma, Respiratory Tract"
"Granuloma, Laryngeal"
Laryngeal Diseases
"Granuloma, Laryngeal"
Laryngeal Edema
Laryngeal Neoplasms
Laryngeal Nerve Injuries
Recurrent Laryngeal Nerve Injuries
Laryngitis
Croup
Laryngocele
Laryngomalacia
Laryngopharyngeal Reflux
Laryngostenosis
Supraglottitis
"Tuberculosis, Laryngeal"
Vocal Cord Dysfunction
Laryngismus
Vocal Cord Paralysis
Voice Disorders
Aphonia
Dysphonia
Hoarseness
Lung Diseases
Acute Chest Syndrome
alpha 1-Antitrypsin Deficiency
"Cystic Adenomatoid Malformation of Lung, Congenital"
Cystic Fibrosis
Hemoptysis
"Hemosiderosis, Pulmonary"
Hepatopulmonary Syndrome
"Hypertension, Pulmonary"
Familial Primary Pulmonary Hypertension
Persistent Fetal Circulation Syndrome
Pulmonary Arterial Hypertension
Lung Abscess
"Lung Diseases, Fungal"
Blastomycosis
"Pneumonia, Pneumocystis"
Pulmonary Aspergillosis
"Aspergillosis, Allergic Bronchopulmonary"
Invasive Pulmonary Aspergillosis
"Lung Diseases, Interstitial"
"Alveolitis, Extrinsic Allergic"
Bird Fancier's Lung
Farmer's Lung
Silo Filler's Disease
Trichosporonosis
Anti-Glomerular Basement Membrane Disease
"Histiocytosis, Langerhans-Cell"
Eosinophilic Granuloma
Pneumoconiosis
Anthracosis
Anthracosilicosis
Asbestosis
Berylliosis
Byssinosis
Caplan Syndrome
Siderosis
Silicosis
Anthracosilicosis
Silicotuberculosis
Pulmonary Fibrosis
Idiopathic Pulmonary Fibrosis
Hamman-Rich Syndrome
Idiopathic Interstitial Pneumonias
Cryptogenic Organizing Pneumonia
Radiation Pneumonitis
"Sarcoidosis, Pulmonary"
Granulomatosis with Polyangiitis
"Lung Diseases, Obstructive"
Asthma
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
Cough-Variant Asthma
Bronchitis
Bronchiolitis
Bronchiolitis Obliterans
Organizing Pneumonia
Bronchiolitis Obliterans Syndrome
Cryptogenic Organizing Pneumonia
"Bronchiolitis, Viral"
"Bronchitis, Chronic"
"Pulmonary Disease, Chronic Obstructive"
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
"Bronchitis, Chronic"
Pulmonary Emphysema
"Lung Diseases, Parasitic"
"Echinococcosis, Pulmonary"
Lung Injury
Acute Lung Injury
Transfusion-Related Acute Lung Injury
Meconium Aspiration Syndrome
Pneumoconiosis
Anthracosis
Anthracosilicosis
Asbestosis
Berylliosis
Byssinosis
Caplan Syndrome
Siderosis
Silicosis
Anthracosilicosis
Silicotuberculosis
Radiation Pneumonitis
Ventilator-Induced Lung Injury
Bronchopulmonary Dysplasia
Lung Neoplasms
"Carcinoma, Bronchogenic"
"Carcinoma, Non-Small-Cell Lung"
Small Cell Lung Carcinoma
"Mesothelioma, Malignant"
Multiple Pulmonary Nodules
Pancoast Syndrome
Pulmonary Sclerosing Hemangioma
"Lung, Hyperlucent"
"Plasma Cell Granuloma, Pulmonary"
Pneumonia
Bronchopneumonia
Healthcare-Associated Pneumonia
"Pneumonia, Ventilator-Associated"
Pleuropneumonia
"Pneumonia, Aspiration"
"Pneumonia, Lipid"
"Pneumonia, Bacterial"
Chlamydial Pneumonia
"Pneumonia of Calves, Enzootic"
"Pneumonia of Swine, Mycoplasmal"
"Pneumonia, Mycoplasma"
"Pneumonia, Pneumococcal"
"Pneumonia, Rickettsial"
"Pneumonia, Staphylococcal"
"Pneumonia, Necrotizing"
"Pneumonia, Pneumocystis"
"Pneumonia, Viral"
COVID-19
Post-Acute COVID-19 Syndrome
Pulmonary Alveolar Proteinosis
Pulmonary Atelectasis
Middle Lobe Syndrome
Pulmonary Edema
Pulmonary Embolism
Pulmonary Infarction
Pulmonary Eosinophilia
Pulmonary Veno-Occlusive Disease
Respiratory Distress Syndrome
"Respiratory Distress Syndrome, Newborn"
Hyaline Membrane Disease
Transient Tachypnea of the Newborn
Scimitar Syndrome
Solitary Pulmonary Nodule
"Tuberculosis, Pulmonary"
Silicotuberculosis
Nose Diseases
Choanal Atresia
Epistaxis
"Granuloma, Lethal Midline"
Nasal Obstruction
Nasal Polyps
Nasal Septal Perforation
"Nose Deformities, Acquired"
Nose Neoplasms
Paranasal Sinus Neoplasms
Maxillary Sinus Neoplasms
Paranasal Sinus Diseases
Paranasal Sinus Neoplasms
Maxillary Sinus Neoplasms
Sinusitis
Allergic Fungal Sinusitis
Ethmoid Sinusitis
Frontal Sinusitis
Maxillary Sinusitis
Rhinosinusitis
Sphenoid Sinusitis
Rhinitis
"Rhinitis, Allergic"
"Rhinitis, Allergic, Perennial"
Dust Mite Allergy
"Rhinitis, Allergic, Seasonal"
"Rhinitis, Atrophic"
"Rhinitis, Vasomotor"
Rhinosinusitis
Rhinoscleroma
Pleural Diseases
Chylothorax
"Empyema, Pleural"
"Empyema, Tuberculous"
Hemopneumothorax
Hemothorax
Hydropneumothorax
Hydrothorax
Pleural Effusion
"Pleural Effusion, Malignant"
Pleural Neoplasms
"Pleural Effusion, Malignant"
Pleurisy
Pleuropneumonia
Pneumothorax
"Tuberculosis, Pleural"
"Empyema, Tuberculous"
Respiration Disorders
Acute Chest Syndrome
Altitude Sickness
Apnea
Sleep Apnea Syndromes
"Sleep Apnea, Central"
"Sleep Apnea, Obstructive"
Obesity Hypoventilation Syndrome
Cheyne-Stokes Respiration
Cough
Chronic Cough
Dyspnea
"Dyspnea, Paroxysmal"
Platypnea Orthodeoxia Syndrome
Hoarseness
Lipoid Proteinosis of Urbach and Wiethe
Hyperventilation
"Alkalosis, Respiratory"
Meconium Aspiration Syndrome
Mouth Breathing
Respiratory Aspiration
Respiratory Aspiration of Gastric Contents
Respiratory Distress Syndrome
"Respiratory Distress Syndrome, Newborn"
Hyaline Membrane Disease
Transient Tachypnea of the Newborn
Respiratory Insufficiency
"Acidosis, Respiratory"
Airway Obstruction
Nasal Obstruction
"Granuloma, Laryngeal"
Hantavirus Pulmonary Syndrome
Hypoventilation
Obesity Hypoventilation Syndrome
"Brief, Resolved, Unexplained Event"
Patient-Ventilator Asynchrony
"Positive-Pressure Respiration, Intrinsic"
Respiratory Paralysis
Sarcoglycanopathies
Tachypnea
Transient Tachypnea of the Newborn
Vocal Cord Dysfunction
Laryngismus
Respiratory Hypersensitivity
Allergic Fungal Sinusitis
"Alveolitis, Extrinsic Allergic"
Bird Fancier's Lung
Farmer's Lung
Trichosporonosis
"Aspergillosis, Allergic Bronchopulmonary"
Asthma
"Asthma, Aspirin-Induced"
"Asthma, Exercise-Induced"
"Asthma, Occupational"
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
Cough-Variant Asthma
Status Asthmaticus
"Rhinitis, Allergic"
"Rhinitis, Allergic, Perennial"
Dust Mite Allergy
"Rhinitis, Allergic, Seasonal"
Respiratory System Abnormalities
Bronchogenic Cyst
Bronchopulmonary Sequestration
Choanal Atresia
"Cystic Adenomatoid Malformation of Lung, Congenital"
Kartagener Syndrome
Laryngocele
Scimitar Syndrome
Tracheobronchomegaly
Respiratory Tract Fistula
Bronchial Fistula
Tracheoesophageal Fistula
Respiratory Tract Infections
Allergic Fungal Sinusitis
Bovine Respiratory Disease Complex
"Pasteurellosis, Pneumonic"
"Pneumonia of Calves, Enzootic"
Bronchitis
Bronchiolitis
"Bronchiolitis, Viral"
"Bronchitis, Chronic"
Common Cold
"Empyema, Pleural"
"Empyema, Tuberculous"
"Influenza, Human"
Laryngitis
Legionellosis
Legionnaires' Disease
Lung Abscess
"Lung Diseases, Fungal"
"Aspergillosis, Allergic Bronchopulmonary"
Blastomycosis
"Pneumonia, Pneumocystis"
"Lung Diseases, Parasitic"
"Echinococcosis, Pulmonary"
Pharyngitis
Nasopharyngitis
Retropharyngeal Abscess
Tonsillitis
Peritonsillar Abscess
Pleurisy
Pleuropneumonia
Pneumonia
Bronchopneumonia
Healthcare-Associated Pneumonia
"Pneumonia, Ventilator-Associated"
Pleuropneumonia
"Pneumonia, Aspiration"
"Pneumonia, Lipid"
"Pneumonia, Bacterial"
Chlamydial Pneumonia
"Pneumonia of Calves, Enzootic"
"Pneumonia of Swine, Mycoplasmal"
"Pneumonia, Mycoplasma"
"Pneumonia, Pneumococcal"
"Pneumonia, Rickettsial"
"Pneumonia, Staphylococcal"
"Pneumonia, Necrotizing"
"Pneumonia, Pneumocystis"
"Pneumonia, Viral"
COVID-19
Post-Acute COVID-19 Syndrome
Rhinitis
Rhinosinusitis
Rhinoscleroma
Severe Acute Respiratory Syndrome
Sinusitis
Allergic Fungal Sinusitis
Ethmoid Sinusitis
Frontal Sinusitis
Maxillary Sinusitis
Rhinosinusitis
Sphenoid Sinusitis
Supraglottitis
Epiglottitis
Tracheitis
"Tuberculosis, Laryngeal"
"Tuberculosis, Pleural"
"Empyema, Tuberculous"
"Tuberculosis, Pulmonary"
Silicotuberculosis
Whooping Cough
Respiratory Tract Neoplasms
Laryngeal Neoplasms
Lung Neoplasms
Bronchial Neoplasms
"Carcinoma, Bronchogenic"
"Carcinoma, Non-Small-Cell Lung"
Small Cell Lung Carcinoma
"Mesothelioma, Malignant"
Multiple Pulmonary Nodules
Pancoast Syndrome
Pulmonary Sclerosing Hemangioma
Nose Neoplasms
Paranasal Sinus Neoplasms
Maxillary Sinus Neoplasms
Pleural Neoplasms
"Mesothelioma, Malignant"
"Pleural Effusion, Malignant"
Tracheal Neoplasms
Thoracic Diseases
Mediastinal Diseases
Mediastinal Cyst
Mediastinal Emphysema
Mediastinal Neoplasms
Mediastinitis
Tracheal Diseases
Tracheal Neoplasms
Tracheal Stenosis
Tracheitis
Tracheobronchomalacia
Tracheomalacia
Tracheobronchomegaly
Tracheoesophageal Fistula
Otorhinolaryngologic Diseases
Ciliary Motility Disorders
Kartagener Syndrome
Ear Diseases
"Cholesteatoma, Middle Ear"
Congenital Microtia
"Ear Deformities, Acquired"
Ear Neoplasms
Earache
Hearing Disorders
Hearing Loss
Deafness
Deaf-Blind Disorders
CHARGE Syndrome
Usher Syndromes
Wolfram Syndrome
"Hearing Loss, Bilateral"
"Hearing Loss, Conductive"
"Hearing Loss, Functional"
"Hearing Loss, High-Frequency"
"Hearing Loss, Mixed Conductive-Sensorineural"
"Hearing Loss, Sensorineural"
"Hearing Loss, Central"
"Hearing Loss, Noise-Induced"
Presbycusis
Usher Syndromes
"Hearing Loss, Sudden"
"Hearing Loss, Unilateral"
"Hearing Loss, Hidden"
Hyperacusis
Tinnitus
Herpes Zoster Oticus
Labyrinth Diseases
Cochlear Diseases
Endolymphatic Hydrops
Meniere Disease
Labyrinthitis
Vestibular Diseases
Bilateral Vestibulopathy
Semicircular Canal Dehiscence
Vertigo
Benign Paroxysmal Positional Vertigo
Otitis
Labyrinthitis
Otitis Externa
Otitis Media
Mastoiditis
Otitis Media with Effusion
"Otitis Media, Suppurative"
Petrositis
Otomycosis
Otosclerosis
Ototoxicity
Retrocochlear Diseases
"Auditory Diseases, Central"
Auditory Perceptual Disorders
"Hearing Loss, Central"
Vestibulocochlear Nerve Diseases
"Neuroma, Acoustic"
Neurofibromatosis 2
Vestibular Neuronitis
Vestibulocochlear Nerve Injuries
Susac Syndrome
Tympanic Membrane Perforation
Tympanosclerosis
Myringosclerosis
Laryngeal Diseases
"Granuloma, Laryngeal"
Laryngeal Edema
Laryngeal Neoplasms
Laryngeal Nerve Injuries
Recurrent Laryngeal Nerve Injuries
Laryngitis
Croup
Laryngocele
Laryngomalacia
Laryngostenosis
Supraglottitis
"Tuberculosis, Laryngeal"
Vocal Cord Dysfunction
Laryngismus
Vocal Cord Paralysis
Voice Disorders
Aphonia
Dysphonia
Hoarseness
Nose Diseases
Choanal Atresia
Epistaxis
"Granuloma, Lethal Midline"
Nasal Obstruction
Nasal Polyps
Nasal Septal Perforation
"Nose Deformities, Acquired"
Nose Neoplasms
Paranasal Sinus Neoplasms
Maxillary Sinus Neoplasms
Paranasal Sinus Diseases
Paranasal Sinus Neoplasms
Maxillary Sinus Neoplasms
Sinusitis
Allergic Fungal Sinusitis
Ethmoid Sinusitis
Frontal Sinusitis
Maxillary Sinusitis
Rhinosinusitis
Sphenoid Sinusitis
Rhinitis
"Rhinitis, Allergic"
"Rhinitis, Allergic, Perennial"
Dust Mite Allergy
"Rhinitis, Allergic, Seasonal"
"Rhinitis, Atrophic"
"Rhinitis, Vasomotor"
Rhinosinusitis
Rhinoscleroma
Otorhinolaryngologic Neoplasms
Ear Neoplasms
Laryngeal Neoplasms
"Neuroma, Acoustic"
Neurofibromatosis 2
Nose Neoplasms
Paranasal Sinus Neoplasms
Maxillary Sinus Neoplasms
Pharyngeal Neoplasms
Hypopharyngeal Neoplasms
Nasopharyngeal Neoplasms
Nasopharyngeal Carcinoma
Oropharyngeal Neoplasms
Tonsillar Neoplasms
Pharyngeal Diseases
Deglutition Disorders
Lemierre Syndrome
Nasopharyngeal Diseases
Nasopharyngeal Neoplasms
Nasopharyngeal Carcinoma
Nasopharyngitis
Pharyngeal Neoplasms
Hypopharyngeal Neoplasms
Nasopharyngeal Neoplasms
Nasopharyngeal Carcinoma
Oropharyngeal Neoplasms
Tonsillar Neoplasms
Pharyngitis
Nasopharyngitis
Retropharyngeal Abscess
Tonsillitis
Peritonsillar Abscess
Velopharyngeal Insufficiency
Nervous System Diseases
Autoimmune Diseases of the Nervous System
"Demyelinating Autoimmune Diseases, CNS"
Diffuse Cerebral Sclerosis of Schilder
"Encephalomyelitis, Acute Disseminated"
"Leukoencephalitis, Acute Hemorrhagic"
Multiple Sclerosis
"Multiple Sclerosis, Chronic Progressive"
"Multiple Sclerosis, Relapsing-Remitting"
"Myelitis, Transverse"
Neuromyelitis Optica
Neuromyelitis Optica
Myasthenia Gravis
Lambert-Eaton Myasthenic Syndrome
"Myasthenia Gravis, Autoimmune, Experimental"
"Myasthenia Gravis, Neonatal"
"Nervous System Autoimmune Disease, Experimental"
"Encephalomyelitis, Autoimmune, Experimental"
"Myasthenia Gravis, Autoimmune, Experimental"
"Neuritis, Autoimmune, Experimental"
Polyradiculoneuropathy
Guillain-Barre Syndrome
Miller Fisher Syndrome
"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
Stiff-Person Syndrome
Uveomeningoencephalitic Syndrome
"Vasculitis, Central Nervous System"
"AIDS Arteritis, Central Nervous System"
Giant Cell Arteritis
"Lupus Vasculitis, Central Nervous System"
Autonomic Nervous System Diseases
Adie Syndrome
Autonomic Dysreflexia
Complex Regional Pain Syndromes
Causalgia
Reflex Sympathetic Dystrophy
Horner Syndrome
Primary Dysautonomias
"Dysautonomia, Familial"
Multiple System Atrophy
Olivopontocerebellar Atrophies
Shy-Drager Syndrome
Striatonigral Degeneration
Orthostatic Intolerance
"Hypotension, Orthostatic"
Post-Exercise Hypotension
Postural Orthostatic Tachycardia Syndrome
"Syncope, Vasovagal"
Pure Autonomic Failure
"Sweating, Gustatory"
Central Nervous System Diseases
Brain Diseases
Acute Febrile Encephalopathy
Akinetic Mutism
Amblyopia
"Amnesia, Transient Global"
"Auditory Diseases, Central"
Auditory Perceptual Disorders
"Hearing Loss, Central"
Basal Ganglia Diseases
Basal Ganglia Cerebrovascular Disease
Basal Ganglia Hemorrhage
Putaminal Hemorrhage
Chorea Gravidarum
Dystonia Musculorum Deformans
Hepatolenticular Degeneration
Huntington Disease
Meige Syndrome
Multiple System Atrophy
Olivopontocerebellar Atrophies
Shy-Drager Syndrome
Striatonigral Degeneration
Neuroleptic Malignant Syndrome
Pantothenate Kinase-Associated Neurodegeneration
Parkinsonian Disorders
Lewy Body Disease
Parkinson Disease
"Parkinson Disease, Secondary"
MPTP Poisoning
"Parkinson Disease, Postencephalitic"
"Supranuclear Palsy, Progressive"
Tourette Syndrome
Brain Abscess
"Toxoplasmosis, Cerebral"
"Brain Damage, Chronic"
"Brain Injury, Chronic"
Cerebral Palsy
Persistent Vegetative State
Brain Death
"Brain Diseases, Metabolic"
"Brain Diseases, Metabolic, Inborn"
Adrenoleukodystrophy
"Cerebral Amyloid Angiopathy, Familial"
Galactosemias
Hartnup Disease
Hepatolenticular Degeneration
Hereditary Central Nervous System Demyelinating Diseases
Adrenoleukodystrophy
Alexander Disease
Canavan Disease
"Leukodystrophy, Globoid Cell"
"Leukodystrophy, Metachromatic"
Pelizaeus-Merzbacher Disease
Homocystinuria
"Hyperglycinemia, Nonketotic"
Hyperlysinemias
Leigh Disease
Lesch-Nyhan Syndrome
"Lysosomal Storage Diseases, Nervous System"
Fucosidosis
Glycogen Storage Disease Type II
Mucolipidoses
Sialic Acid Storage Disease
Sphingolipidoses
Fabry Disease
Farber Lipogranulomatosis
Gangliosidoses
"Gangliosidoses, GM2"
Sandhoff Disease
Tay-Sachs Disease
"Tay-Sachs Disease, AB Variant"
"Gangliosidosis, GM1"
Gaucher Disease
"Leukodystrophy, Globoid Cell"
Niemann-Pick Diseases
"Niemann-Pick Disease, Type A"
"Niemann-Pick Disease, Type B"
"Niemann-Pick Disease, Type C"
Sea-Blue Histiocyte Syndrome
Sulfatidosis
"Leukodystrophy, Metachromatic"
Multiple Sulfatase Deficiency Disease
Maple Syrup Urine Disease
MELAS Syndrome
Menkes Kinky Hair Syndrome
MERRF Syndrome
Mevalonate Kinase Deficiency
Oculocerebrorenal Syndrome
Phenylketonurias
"Phenylketonuria, Maternal"
Pyruvate Carboxylase Deficiency Disease
Pyruvate Dehydrogenase Complex Deficiency Disease
Refsum Disease
"Refsum Disease, Infantile"
Tyrosinemias
"Urea Cycle Disorders, Inborn"
Argininosuccinic Aciduria
Carbamoyl-Phosphate Synthase I Deficiency Disease
Citrullinemia
Hyperargininemia
Ornithine Carbamoyltransferase Deficiency Disease
Zellweger Syndrome
Hepatic Encephalopathy
Kernicterus
Marchiafava-Bignami Disease
Mitochondrial Encephalomyopathies
"Myelinolysis, Central Pontine"
Reye Syndrome
Wernicke Encephalopathy
Brain Edema
Brain Injuries
"Brain Hemorrhage, Traumatic"
"Brain Stem Hemorrhage, Traumatic"
"Cerebral Hemorrhage, Traumatic"
"Brain Injuries, Diffuse"
Diffuse Axonal Injury
"Brain Injuries, Traumatic"
Brain Concussion
Brain Contusion
Chronic Traumatic Encephalopathy
"Brain Injury, Chronic"
Chronic Traumatic Encephalopathy
"Epilepsy, Post-Traumatic"
Pneumocephalus
Post-Cardiac Arrest Syndrome
Brain Neoplasms
Cerebral Ventricle Neoplasms
Choroid Plexus Neoplasms
"Papilloma, Choroid Plexus"
Infratentorial Neoplasms
Brain Stem Neoplasms
Diffuse Intrinsic Pontine Glioma
Cerebellar Neoplasms
Neurocytoma
Pinealoma
Supratentorial Neoplasms
Hypothalamic Neoplasms
Pallister-Hall Syndrome
Pituitary Neoplasms
Cavernous Sinus Syndromes
Carotid-Cavernous Sinus Fistula
Cavernous Sinus Thrombosis
"Hemangioma, Cavernous"
"Hemangioma, Cavernous, Central Nervous System"
Horner Syndrome
Tolosa-Hunt Syndrome
Cerebellar Diseases
Cerebellar Ataxia
Spinocerebellar Ataxias
Ataxia Telangiectasia
Machado-Joseph Disease
Cerebellar Neoplasms
Dandy-Walker Syndrome
Miller Fisher Syndrome
Paraneoplastic Cerebellar Degeneration
Spinocerebellar Degenerations
Friedreich Ataxia
Myoclonic Cerebellar Dyssynergia
